Judul,Berita
"Lirik Lagu Heart Over Mind, Singel Baru dari Alan Walker & Daya","Singel baru bergenre pop tersebut dirilis pada 10 November 2023 melalui label rekaman MER Recordings.
“Heart over Mind” muncul dalam album studio terbarunya yang bertajuk Walkerworld.
Berikut ini lirik lagu “Heart Over Mind” dari Alan Walker:
 
[Verse 1]I should've locked the doorPinned myself to the floorMade someone cover my eyes'Cause when the devil's on my left tellin' me to go aheadYou're right back in my mindI'm a human tug of warHow do I cut the cord?Feel like I'm stumbling blindAnd with the angel on my right tellin' me to pick a side tonightToo hard to fightHeart over mind
[Chorus]Oh, you make me wanna throw my body into the fireShould've known better 'cause you're dangerousA painful loveToo nice, too hard to fightHeart over mindOh, you make me wanna take you in and swallow my prideShould've known better 'cause you're dangerous, a painful loveToo nice, too hard to findHeart over mind, oh
[Post-Chorus]La-da-da-da-da-da, ohToo nice, too hard to find, heart over mind
[Verse 2]You should've stayed away, known what a mess you've madeSaid it's a bad idea (Such a bad idea)Should've picked kindness over cruelWhat a stupid thing to doNow I, I can't rewindHeart over mind
[Chorus]Oh, you make me wanna throw my body into the fireShould've known better 'cause you're dangerousA painful loveToo nice, too hard to fightHeart over mindOh, you make me wanna take you in and swallow my prideShould've known better 'cause you're dangerous, a painful loveToo nice, too hard to findHeart over mind, oh
[Post-Chorus]La-da-da-da-da-da, ohToo nice, too hard to fight, heart over mind
[Outro]La-da-da-da-da-da, la-da-da-da-da-da, la-da-da-da-da-daShould've known better 'cause you're dangerous, a painful loveToo nice, too hard to find, heart over mind














"
"Live Indonesia Vs Panama, Saat Pemain Pengganti Berlarian ke Lapangan...","KOMPAS.com - Para pemain pengganti Panama berlarian ke dalam lapangan seusai mengemas gol ke gawang timnas U17 Indonesia di Piala Dunia U17 2023.
Panama tenggah memimpin 1-0 atas timnas U17 Indonesia dalam babak penyisihan Grup A Piala Dunia U17 2023.
Laga timnas U17 Indonesia vs Panama dalam jadwal Piala Dunia U17 2023 berlangsung di Stadion Gelora Bung Tomo (GBT) pada Senin (13/11/2023).
Panama mengemas gol ke gawang timnas U17 Indonesia melalui tendangan Oldemar Castillo Jimenez saat laga memasuki menit ke-45+3.
Setelah mencetak gol, para pemain pengganti Panama yang memakai rompi berlarian ke lapangan untuk merayakan keberhasilan membobol gawang timnas U17 Indonesia.
Menurut pantauan Kompas.com, para pemain Panama terlihat saling tindih saat berselebrasi di pinggir lapangan.
Setelah itu, salah satu pemain Panama terlihat mengangkat kedua tangannya ke atas. Ia tampak mengharapkan dukungan setelah unggul 1-0 atas timnas U17 Indonesia.
Adapun timnas U17 Indonesia dan Panama telah menyelesaikan laga babak pertama. Hasilnya, Panama memimpin 1-0.
Timnas U17 Indonesia: 1-Ikram Al Giffari; 7-Figo Denis, 8-Arkhan Kaka, 9-Kafiatur Rizky, 10-Ji Da Bin, 11-Riski Afrisal, 12-Welber Jardim, 14-Sulthan Zaky, 18-Jehan Pahlevi, 20-Habil Akbar, 21-Iqbal Gwijangge.
Pelatih: Bima Sakti.
Penama: 1-Manuel Romero; 3-Martin Krug, 7-Juan Hall, 6-Anel Ryce, 9-Federick Krug, 10-Eric Moreno, 11-Oldemar Castillo, 13-Erick Diaz, 14-Juan Jimenez, 16-Jael Pierre, 18-Hector Rios.
Pelatih: Mike Stump.















"
Ini Sederet Fakta Penerangan Jalan Umum di Tol,"Sebab, Anda akan menemui sedikit penerangan kala melewati jalan bebas hambatan berbayar tersebut.
Bukan tanpa sebab, penerangan jalan umum atau PJU di jalan tol memang sudah diatur oleh Pemerintah.
Hal ini diketahui dari unggahan akun Instagram resmi Badan Pengatur Jalan Tol (BPJT) Kementerian Pekerjaan Umum dan Perumahan Rakyat (PUPR) @pupr_bpjt, Senin (13/11/2023).
Sebuah kiriman dibagikan oleh Badan Pengatur Jalan Tol (@pupr_bpjt)
Nah untuk mengetahui lebih lanjut terkait JPU di jalan tol, simak faktanya berikut ini:
1. Berdasarkan Standard International Road Design
Nah, PJU di jalan tol umumnya dijumpai di beberapa lokasi tertentu, seperti di daerah rawan keamanan dan ketertiban masyarakat (Kamtibmas) atau biasa disebut dengan black spot.
Kemudian, mendekati area gerbang tol (GT), simpang susun (SS) atau interchange, serta berada di Tol Dalam Kota.
Ketentuan tersebut sudah didasari dengan desain standar jalan internasional.
2. Terdapat standar jarak














"
"ECGO 3 Kasih Program Buat Ojol, Sewa Hak Milik Rp 25.000 per Hari","JAKARTA, KOMPAS.com - Merek motor listrik ECGO kembali memberikan program menarik buat pengendara ojek online atau ojol. Driver bisa melakukan sewa hak milik, bayar mulai Rp 25.000 per hari, di akhir program motor jadi atas nama sendiri.
Unit motor listrik yang mendapatkan program tersebut adalah ECGO 3. Sebelumnya memang sudah ada program yang serupa, namun sekarang sewanya lebih murah, karena ECGO 3 sudah menerima subsidi motor listrik.
Muhamad Rizky Maarif, Sales Manager ECGO menjelaskan, sewa yang mulai Rp 25.000 itu dibayar per hari, programnya berlangsung selama 1,5 tahun atau 540 hari.
Kompas.com/Fathan ECGO 3 sekarang harganya jadi Rp 7,9 juta setelah subsidi 
Nanti pengemudi dapat satu unit ECGO 3 dan diberi tiga baterai yang diklaim secara total, bisa menempuh jarak 200 Km. Memberikan sewa baterai yang banyak ini dipilih karena dirasa lebih efektif daripada harus swap atau model tukar.
""Swap kadang enggak efisien, kadang dapat baterai yang kurang bagus, tidak selalu dapat yang sehat kondisinya,"" kata Rizky.
Makanya, buat bisa ikut serta di program sewa hak milik, bisa mengunjungi laman www.ecgoevmoto.com. Keterangan lebih lanjut bisa dilihat pada laman tersebut.
Perlu dipahami, biaya sewa Rp 25.000 belum termasuk bayar baterai per harinya Rp 10.000. Selain itu, bayar Rp 25.000 dilakukan selama 150 hari, lalu selanjutnya jadi Rp 35.000 per hari selama 150 hari dan terakhir bayarnya Rp 45.000 selama 240 hari.
""Rp 25.000 itu sudah termasuk asuransi baik driver maupun motornya. Nanti STNK yang dipakai sudah atas nama driver,"" kata Rizky.














"
Resep Tahu Asam Manis dengan Potongan Nanas Segar ,"Pemula 
25 menit

KOMPAS.com - Tahu asam manis, hidangan yang populer dalam masakan Asia yang memiliki rasa yang gurih, asam, dan manis.
Hidangan ini juga merupakan sumber protein yang baik dan rendah lemak.
Tekstur tahu yang lembut dan saus asam manis yang kental membuat masakan ini nikmat untuk disantap. 
Apabila kamu ingin mencoba membuat tahu asam manis, dapat simak resep dari laman BBC Good Food berikut.
A post shared by Foodplace (@my.foodplace)














"
Lirik dan Chord Lagu Memories - Leonard Cohen,"JAKARTA, KOMPAS.com – Penyanyi dan penulis lagu asal Kanada, Leonard Cohen merilis lagu berjudul “Memories”.
Lagu bergenre pop tersebut dirilis pada 1988 melalui label rekaman Columbia Records.
“Memories” muncul dalam album studionya yang bertajuk I’m Your Man.
Berikut ini lirik dan chord lagu “Memories” dari Leonard Cohen:
[Intro]A A/A A/A B/B C#/C#D Bm G AD Bm G A
[Verse]D                  Bm                      G     A   A/A B/B C#/C#Frankie Laine, he was singing JezebelD                   Bm         G              A A/A B/B C#/C#I pinned an Iron Cross to my lapel
[Pre-Chorus]D                          F#                      Bm7       GI walked up to the tallest and the blondest girlD                             F#I said, ""Look, you don't know me               Bm7                 Bmnow but very soon you will
[Chorus]     G                          DSo won't you let me see""            G                        DI said ""won't you let me see""             G                        GI said ""won't you let me see                       D   Bm G A A/A B/B C#/C#Your naked body?""
[Interlude]D Bm G A A/A B/B C#/C#
[Verse]D                Bm            G              A""Just dance me to the dark side of the gymD              Bm                    G     AChances are I let you do most anything














"
Kehidupan Ekonomi Kerajaan Ternate,"Kerajaan Ternate didirikan oleh Baab Mashur Malamo pada 1257 M. Dulunya, Kerajaan Terante bernama Kerajaan Gapi sebelum bercorak Islam.
Dalam perkembangannya, Kerajaan Ternate berhasil mencapai puncak kejayaan ketika diperintah oleh Sultan Baabullah pada 1570 hingga 1583 M.
Lalu, bagaimana kehidupan ekonomi Kerajaan Ternate?
Daerah Kerajaan Ternate memiliki posisi penting sebagai sumber atau penghasil rempah-rempah sehingga selalu menjadi pusat perhatian negara-negara asing.
Setiap bangsa berusaha untuk melakukan kegiatan perdagangan di daerah Maluku.
Kondisi ini yang kemudian turut mendongkrak perekonomian Kerajaan Ternate.
Kehidupan ekonomi Kerajaan Ternate sendiri berfokus pada kegiatan perdagangan sebagai sumber pendapatan utama.

Secara ekonomi, Maluku dikenal sebagai penghasil rempah-rempah seperti cengkeh dan pala.
Selain itu, rakyat Kerajaan Ternate juga mayoritas bekerja sebagai petani dan pedagang.














"
Lirik dan Chord Lagu A Singer Must Die - Leonard Cohen,"JAKARTA, KOMPAS.com – Penyanyi dan penulis lagu asal Kanada, Leonard Cohen, memopulerkan lagu berjudul “A Singer Must Die”.
Lagu bergenre pop tersebut dirilis pada 1988 melalui label rekaman Columbia Records.
“A Singer Must Die” muncul dalam album studionya yang bertajuk I’m Your Man.
Berikut ini lirik dan chord lagu “A Singer Must Die” dari Leonard Cohen:
            Bb                              Asus2Now the courtroom is quiet, but who will confess?         Bb                          Asus2Is it true you betrayed us? The answer is ""yes""      Cmaj7                            FThen read me the list of the crimes that are mine                      Dsus2                                   GI will ask for the mercy that you love to decline                   C                                 E/BAnd all the ladies go moist, and the judge has no choice    Am                                 GA singer must die for the lie in his voice
          Bb                                   Asus2And I thank you, I thank you for doing your duty         Bb                             Asus2You keepers of truth, you guardians of beauty       Cmaj7                              FYour vision  is right, my vision is wrong       Dsus2                           GI'm sorry for smudging the air with my song
C / E/B / Am / G
            Bb                          Asus2Oh, the night it is thick, my defences are hid             Bb                              Asus2In the clothes of a woman I would like to forgive          Cmaj7                               FIn the rings of her silk, in the hinge of her thighs            Dsus2                            GWhere I have to go begging in beauty's disguise             C                                       E/BOh goodnight, goodnight, my night after night      Am                                 GMy night after night, after night, after night, after night
        Bb                  Asus2I am so afraid that I listen to you             Bb                                 Asus2Your sun glassed protectors they do that to you               Cmaj7                         FIt's their ways to detain, their ways to disgrace          Dsus2                                   GTheir knee in your balls and their fist in your face              C                                  E/BYes and long live the state by whoever it's made         Am                                  GSir, I didn't see nothing, I was just getting home late
Bb / Asus2 / Bb / Asus2 / Cmaj7 / F / Dsus2 / G /














"
"Alasan Sinyal Ponsel Hilang Saat Hujan dan Listrik Mati, Adakah Solusinya?","Hal tersebut awalnya dibagikan warganet lewat akun X (dulu Twitter) @convomfs, Sabtu (11/11/2023).
Dalam unggahannya, warganet mengatakan ada provider seluler yang tidak ada sinyal saat hujan dan mati listrik.
Unggahan tersebut lantas dibalas oleh warganet lainnya. Banyak yang setuju sinyal ponsel sering hilang saat hujan badai dan mati listrik.
Pemilik akun @zweitheart mengakui ponselnya yang menggunakan salah satu provider menjadi lebih lambat saat hujan tiba.
""Eh gua beneran ga ada sinyal anyinggg, gua udah nyoba ganti ke T******** ttep aja (awalnya i******). Ini hp ga bisa buat internetan kalo ga pake wifiii, ada yang tau gaa kenapa? Sumpah nangis bgt, kalo ke sekolah harus hotspot,"" balas akun @jonggunsuki.
Lalu, apa yang menyebabkan sinyal hilang saat hujan dan mati listrik? 

Pakar teknologi dan keamanan siber dari Vaksincom, Alfons Tanujaya membenarkan sinyal ponsel dapat hilang saat turun hujan dan mati listrik.
Tetesan air hujan, petir, atau awan tebal dapat mengganggu penyaluran listrik dari tiang Base Transceiver Station (BTS) ke ponsel. Namun, kondisi ini tidak signifikan mengganggu sinyal.
""Hanya yang penting diperhatikan saat hujan menggunakan HP itu rentan sambaran petir jika berada di tempat terbuka,"" ujar dia kepada Kompas.com, Senin (13/11/2023).
Di sisi lain, Alfons menyebut sinyal ponsel lebih berkemungkinan besar hilang dalam kondisi mati listrik.
Ini terjadi karena listrik yang dipadamkan oleh PLN menyebabkan tiang BTS kehilangan daya untuk menyalakannya. Untuk mengatasinya, digunakan baterai cadangan sebagai pengganti sumber listrik.
""Sinyal dengan baterai kemungkinan besar tidak akan sekuat jika menggunakan listrik karena setting-an penghematan (di baterai tiang BTS),"" lanjutnya.
Menurut dia, baterai tiang BTS akan dihemat untuk menghadapi kemungkinan mati listrik terlalu lama atau sambil menunggu genset listrik yang ada di tiang BTS dinyalakan.
Lebih lanjut, Alfons mengatakan, kondisi susah sinyal akibat hujan dan mati listrik sebenarnya bisa diatasi oleh provider.














"
Alasan Kucing Memiliki Penglihatan yang Baik dalam Gelap,"KOMPAS.com - Kucing dikenal sebagai hewan yang memiliki indra yang tajam, terutama indra pendengaran, penciuman, termasuk indra penglihatan.
Indra penglihatannya yang tajam, membuat mereka mampu untuk melihat dengan baik di kondisi minim cahaya atau kegelapan.
Kemampuan mereka untuk dapat beraktivitas dengan baik dalam gelap juga merupakan hasil kombinasi antara mata dengan indra yang lainnya.
Dikutip dari laman Cats.com, kucing dapat melihat dengan baik dalam cahaya rendah. Penglihatan mereka paling cocok untuk cahaya redup atau gelap.
Ini berarti kucing dapat melihat paling baik pada malam hari, fajar, dan senja. Namun, banyak yang tidak mengetahui bahwa mereka tidak dapat melihat dengan dengan baik dari kejauhan.
Untuk penglihatan jarak jauh, penglihatan kucing tidak sebaik manusia. Setelah jarak sekitar enam meter penglihatan kucing menjadi kabur. Sedangkan manusia dapat melihat dengan jelas hingga jarak 60 meter atau lebih.
Namun, kucing juga menggunakan indra lain untuk melengkapi penglihatan. Memiliki indra penciuman dan pendengaran yang sangat baik untuk mengisi kekurangan penglihatannya.

Meskipun kucing dapat melihat dengan cukup baik di malam hari, mereka tidak serta merta mampu melihat dengan sempurna dalam gelap.
Mata kucing telah berevolusi untuk membantu dalam aktivitas malam hari. Sebab, mereka adalah hewan krepuskular, yang berarti mereka lebih aktif saat senja.
Perbedaan penglihatan kucing dan penglihatan manusia ada pada retina mata, yakni area mata yang terdapat sel-sel fotoreseptor.
Dilansir dari laman Daily Paws, ada dua jenis sel dalam retina, yakni sel kerucut (konus) berfungsi untuk membantu melihat di siang hari dan mendeteksi nuansa warna.
Yang kedua adalah sel batang (basilus) yang membantu penglihatan malam dan juga penglihatan tepi (melihat dari sisi ke sisi).
Kucing diketahui memiliki sel reseptor batang yang sangat banyak, sehingga mereka dapat melihat dengan baik di malam hari namun tidak baik dalam mendeteksi warna.
Berkebalikan dengan manusia yang bisa melihat warna yang kaya, namun tidak begitu baik dalam melihat benda di kegelapan.
Selain itu, faktor lain yang membuat kucing dapat melihat dengan baik di malam hari adalah tapetum lucidum mereka.














"
Duo Monitor Pintar Baru dari LG Tak Perlu Tersambung ke PC,"Duo monitor pintar berukuran 31,5 inci dan 27 inci ini pun mirip dengan smart TV dari LG yang juga menjalankan sistem operasi WebOS. Bedanya, kedua monitor bernama LG 32SR50F (31,5 inci) dan 27SR50F (27 inci) ini lebih ditujukan untuk keperluan produktivitas.
Menyasar pengguna yang bekerja dari rumah, LG 32SR50F dan 27SR50F pun datang dengan software LG Home Office built-in yang mendukung berbagai aplikasi untuk bekerja, seperti Microsoft 365 dan Google Calendar.
Layaknya smart TV, kedua monitor pintar dari LG juga dibekali Wi-Fi serta mendukung berbagai layanan streaming seperti Netflix, Amazon Prime Video, Disney Plus, dan YouTube yang bisa diakses dari tampilan utama bernama Home Board.
LG Monitor pintar LG 27SR50F Pengguna dapat mengelola perangkat-perangkat IoT di rumah -termasuk home appliance seperti mesin cuci dan kulkas- lewat aplikasi ThinQHome Hub. Output konten bisa disalurkan dari perangkat lain via AirPlay2 dan Miracast.
Tentu, sebagaimana dihimpun KompasTekno dari Ubergizmo, Senin (13/11/2023), koneksi ke PC atau perangkat lain via kabel juga dimungkinkan dengan dua buah port HDMI yang disediakan.
Menurut keterangan di situs LG, baik LG 32SR50F maupun 27SR50F sama-sama menggunakan jenis panel IPS dengan dukungan HDR 10, resolusi FHD (1.920 x 1.080 piksel), dan refresh rate 60 Hz.
LG Rangkaian konektor di belakang monitor pintar LG 32SR50F dan 27SR50F Keduanya juga memiliki tampilan serupa dengan warna serba putih dan stand minimalis yang memiliki lubang berbentuk lingkaran untuk jalur kabel.
LG 27SR50F memiliki bezel tipis di sisi atas, kanan, dan kiri. Adapun bingkai LG 32SR50F berukuran sama tebalnya di semua sisi.
Perbedaan lain tentunya terletak di segi harga. LG 32SR50F dibanderol 230 dollar AS (Rp 3,7 juta), sementara LG 27SR50F dijual seharga 200 dollar AS (Rp 3,2 juta).
Kedua monitor sudah mulai dipasarkan di AS mulai awal November, namun jadwal ketersediaannya negara-negara lain masih belum dirinci.














"
5 Hal yang Harus Dipertimbangkan Saat Melakukan Decluttering,"Selain itu, rumah yang bersih dan rapi dapat meningkatkan produktivitas penghuninya. Untuk memperoleh hal tersebut, ada beberapa kebiasaan sederhana yang harus dilakukan, seperti decluttering atau menyingkirkan barang-barang yang sudah tidak lagi terpakai.
Nah, dilansir dari Living Etc, Senin (13/11/2023), berikut lima hal yang harus dipertimbangkan saat melakukan decluttering. 
SHUTTERSTOCK/SEVENTYFOUR Ilustrasi decluttering, merapikan barang di rumah. Penerimaan adalah kunci memulai proses decluttering. Jika Anda tidak pernah menerima bahwa memiliki terlalu banyak barang, ini akan sulit mulai menguranginya.
Proses penerimaan ini dapat menjadi tantangan, terutama jika memiliki banyak kenangan atau emosi yang melekat pada barang-barang tersebut.
Namun, penting diingat, barang-barang tersebut dapat memenuhi rumah. Jika dibiarkan, akan membuat rumah menjadi berantakan.
Selanjutnya, hal yang harus dipertimbangkan saat melakukan decluttering adalah frekuensi penggunaan barang tersebut.
Jika tidak menggunakan barang tersebut,  tidak perlu menyimpannya. Barang-barang yang tidak digunakan hanya akan memenuhi ruang dan membuat Anda merasa kewalahan. 
Setelah menyingkirkan barang-barang yang tidak lagi digunakan, Anda perlu meluangkan waktu mengatur barang-barang yang tersisa.
Hal ini menjadi kesempatan Anda untuk menciptakan ruang yang rapi, nyaman, dan indah. Penting juga mempertimbangkan bagaimana segi fungsionalitas di rumah dan kemudahan penggunaan.
Shutterstock/Dariusz Jarzabek Ilustrasi ruang keluarga.Memiliki komitmen kuat dapat menjadi cara membuat rumah bersih dan rapi tanpa ribet. Sangatlah penting mempertimbangkan apakah Anda benar-benar membutuhkan barang-barang yang ada di rumah.
Jika tidak yakin, Anda dapat menyimpannya selama beberapa minggu atau bulan untuk melihat apakah Anda menggunakannya. Apabila tidak lagi menggunakannya, Anda dapat menyingkirkannya. 
Terakhir, hal yang harus dipertimbangkan saat melakukan decluttering adalah mempertimbangkan ruang negatif, yakni ruang kosong yang dibiarkan kosong di antara atau di sekitar objek atau elemen visual lainnya.
Ruang negatif dapat digunakan untuk menciptakan tampilan lebih rapi, teratur, dan seimbang. Saat mengatur barang-barang, penting mempertimbangkan ruang negatif tersebut.
Pastikan terdapat ruang kosong yang cukup sehingga mata dapat beristirahat dan rumah menjadi lebih tertata.














"
Bolehkah Menaruh Barang di Bawah Kursi Pesawat? Ketahui Aturannya,"KOMPAS.com -  Ada sejumlah aturan naik pesawat yang wajib diketahui penumpang. Salah satunya terkait aturan barang bawaan di dalam pesawat.
Pada umumnya, maskapai penerbangan membagi kategori barang bawaan penumpang menjadi bagasi terdaftar dan bagasi tidak terdaftar.
Melansir dari situs Garuda Indonesia, bagasi terdaftar merupakan barang atau benda yang ditimbang pada konter check-in maskapai, dan dibawa ke bagasi atau kompartemen kargo pesawat.  
Selanjutnya, bagasi terdaftar diberi tanda dengan label khusus bagasi yang menunjukkan terminal kedatangan dan nomor seri bagasi.
Sebaliknya, barang yang tidak dimasukkan ke kompartemen kargo pesawat merupakan bagasi tidak terdaftar. Kategori bagasi tidak terdaftar merupakan tanggung jawab pribadi penumpang. 
Lantas, di mana meletakkan bagasi tidak terdaftar di dalam pesawat? Pertanyaan yang banyak ditemui termasuk, bolehkah menaruh barang di bawah kursi pesawat.
Jawabannya adalah penumpang boleh menaruh barang di bawah kursi pesawat, asal ukurannya sesuai dengan ketentuan dari maskapai penerbangan.
Garuda Indonesia misalnya, menyatakan bahwa penumpang boleh meletakkan barang di bawah kursi pesawat.
“Bagasi tidak terdaftar harus diletakkan di dalam kompartemen di atas kepala atau di bawah kursi di depan kursi penumpang,” bunyi informasi dikutip dari situs resmi Garuda Indonesia, Senin (13/11/2023). 
SHUTTERSTOCK/JULIUS BRAMANTO Ilustrasi pesawat Garuda Indonesia di Bandara Internasional Soekarno-Hatta, Tangerang. 
Garuda Indonesia membagi bagasi tidak terdaftar menjadi dua kategori, sebagai berikut:
1. Bagasi Kabin
Bagasi kabin terdiri dari satu buah barang atau benda yang dibawa penumpang ke kabin dengan diberi label khusus. Barang ini merupakan tanggung jawab penumpang dan harus di bawah pengawasan pribadi.
Maskapai Garuda Indonesia menyatakan, ukuran maksimum bagasi kabin yakni panjang 56 cm, lebar 36 cm atau tebal 23 cm, namun jumlah dari tiga dimensi tersebut tidak melebihi 115 cm atau berat 7 kilogram (kg).
Terdapat pengecualian untuk penerbangan kelas ekonomi menggunakan tipe pesawat CRJ dan ATR. Untuk kategori pesawat tersebut, ukuran maksimum bagasi kabin yang diperbolehkan adalah panjang 41 cm, lebar 34 cm atau tebal 17 cm, namun jumlah dari tiga dimensi tersebut tidak melebihi 92 cm atau berat 7 kg.
2. Barang bawaan bebas biaya
Kategori ini terdiri dari barang atau benda bebas biaya yang dibawa penumpang ke kabin tanpa label bagasi kabin. Contoh barang bawaan bebas biaya yang diperkenankan Garuda Indonesia misalnya:
Tas laptop, tas tangan (purse atau pocketbook), jaket tebal (overcoat), selimut, payung, tongkat bantu jalan, kamera saku, teropong, bahan bacaan dengan jumlah wajar, stroller bayi ukuran kabin, keranjang bayi, tempat duduk bayi dengan pengaman, kursi roda yang bisa dilipat, dan tongkat ketiak bantu jalan.














"
"KA Argo Sindoro yang Ditumpangi Kunto Aji Mati Lampu, Ini Penjelasan KAI","KOMPAS.com - Penyanyi Kunto Aji membagikan momen ketika kereta api (KA) yang ia tumpangi mengalami mati lampu.
Hal tersebut dibagikan Kunto Aji melalui akun X pribadinya @KuntoAjiW pada Sabtu (11/11/2023).
Dalam video yang diunggah, situasi gerbong tampak gelap. Hanya ada sedikit cahaya yang masuk melalui jendela kereta.
""Mati lampu. Kenapa, nih?"" tanya Kunto Aji ketika merekam video.
Kunto Aji mengatakan, kondisi tersebut terasa menyeramkan. Kereta yang ia tumpangi kemudian diperbaiki di Pekalongan, Jawa Tengah.
Hingga Senin (13/11/2023), video tersebut sudah ditayangkan sebanyak 593.000 kali.

PT Kereta Api Indonesia (KAI) buka suara perihal beredarnya video kereta yang ditumpangi Kunto Aji mengalami mati lampu.
Humas KAI Daop 4 Semarang Franoto Wibowo mengatakan, kereta yang ditumpangi pelantun lagu ""Rehat"" tersebut adalah KA Nomor 13 Argo Sindoro relasi Stasiun Semarang Tawang Bank Jateng-Stasiun Gambir.
Ia menyampaikan, matinya lampu KA Argo Sindoro disebabkan oleh gangguan kelistrikan pada Sabtu (11/11/2023).
""KAI Daop 4 Semarang mohon maaf kepada pelanggan atas terjadinya gangguan kelistrikan di KA Nomor 13 Argo Sindoro relasi Semarang Tawang Bank Jateng-Stasiun Gambir pada hari Sabtu tanggal 11 November 2023,"" ujar Franoto kepada Kompas.com, Senin (13/11/2023).
Lebih lanjut, Franoto menjelaskan, peristiwa mati lampu diketahui petugas teknisi KA Argo Sindoro pukul 13.00 WIB,
Petugas teknisi mendapati adanya gangguan kelistrikan lalu melakukan perbaikan untuk mengatasi masalah tersebut.
Perbaikan dapat mengatasi gangguan kelistrikan pada gerbong kelas eksekutif 9-10 sampai kereta tiba di Stasiun Pekalongan.
Franoto menuturkan, KA Argo Sindoro tetap melanjutkan perjalanan dari Stasiun Pekalongan walau gerbong kelas eksekutif 1-8 masih mengalami gangguan kelistrikan.
Hal tersebut dilakukan untuk menekan keterlambatan sebelum dilakukan perbaikan kembali oleh petugas saran di Stasiun Tegal.
""Gangguan kelistrikan pun berhasil diatasi oleh petugas sarana di stasiun Tegal,"" jelas Franoto.
Franoto mengatakan, perjalanan KA Argo Sindoro mengalami keterlambatan selama 30 menit imbas perbaikan gangguan kelistrikan.
Ia menambahkan, KAI selalu berkomitmen akan melakukan perbaikan dan peningkatan pelayanan kepada pengguna jasa.
""Sekali lagi KAI Daop 4 memohon maaf atas ketidaknyamanan dan keterlambatan pelanggan KA Argo Sindoro,"" tutur Franoto.














"
"Maling Bawa Kabur 2 Motor di Bekasi, Beraksi Sekitar 2 Menit","BEKASI, KOMPAS.com - Maling membawa kabur dua sepeda motor di rumah kontrakan Jalan Lapangan Bekasi Tengah, Bekasi Timur, Kota Bekasi.
Pemilik rumah bernama Fidayana mengatakan, dua motornya bermerek Honda Beat digondol pelaku pada Jumat (10/11/2023) sekitar pukul 04.30 WIB.
Kedua pelaku beraksi cukup cepat dalam waktu kurang lebih dua menit.
""Kronologinya kayak di CCTV. 05.30 WIB pas saya mau keluar berangkat kerja, motor sudah enggak ada,"" ucap Fidayana saat dihubungi Kompas.com, Senin (13/11/2023).
Fidayana menuturkan, pelaku berjumlah tiga orang. Satu pelaku menunggu di depan gang, dua lainnya membawa motor keluar dari rumah korban.
""Saya langsung cek CCTV, (pelaku ambil) dua unit Honda Beat Street, yang satu sudah lunas, yang satu lagi masih baru banget,"" kata dia.
Korban mengatakan, kedua motornya telah dikunci setang dan standar tengah. Namun, dia tidak mendengar pelaku mengutak-atik lubang kunci.
""Kunci setang, motor juga standar dua. Mungkin karena kondisi saya lagi capek banget. Jadi enggak dengar, saya bangun jam 05.00 WIB saat alarm ponsel bunyi,"" ujar Fidayana.
""Jam 05.00 WIB bangun saya belum buka pintu, buka pintunya pas mau berangkat (kerja),"" tambah dia.
Posisi dua motor korban berada di samping mobil. Tiga pelaku merusak gembok gerbang depan dan masuk ke gang.
""Di depan gang itu ada portal, kuncinya dirusak sama pelaku,"" imbuh Fidayana.
Akibat peristiwa itu, korban mengalami kerugian hampir Rp 30 juta.
""Iya kurang lebih (Rp 30 juta). Saya enggak apa-apa kalau motornya sudah dijual (pelaku). Tapi saya pengin ketemu pelakunya,"" ucap dia.
Korban telah melaporkan pencurian itu ke polisi pada hari ini, Senin.














"
"Jadi Saksi Sidang Kasus Penyebaran Konten Pornografi, Rebecca Klopper: Mohon Doanya Semoga Lancar","Didampingi kuasa hukumnya, Sandy Arifin, Rebecca Klopper hadir sebagi saksi.
Adapun usai sidang berlangsung, Rebecca Klopper tak banyak bicara dan hanya meminta doa.
“Mohon doanya saja semoga lancar,” kata Rebecca Klopper.
Hal senada juga disampaikan oleh Sandy Arifin.
Dia menyebut hingga saat ini sudah 3 orang saksi diperiksa atas kasus ini.
“Jadi hari ini sudah diperiksa ada tiga orang saksi ditambah juga sebagai pelapor,” tutur Sandy Arifin.
“Kebetulan dari kantor kami yang dikuasakan hukum membuat laporan, tadi juga ada Ai (Fadly) sudah diperiksa, juga ada Lula hari ini diperiksa atas laporan Rebecca yang sudah pernah dilaporkan waktu di Bareskrim yang sekarang terdakwanya disidangkan hari ini,” tambah Sandy.
Sidang tersebut bersifat tertutup untuk umum.
Sebagai informasi, kehadiran Rebecca Klopper di Pengadilan Negeri Jakarta Selatan guna memenuhi panggilan sidang sebagai saksi atas laporan kasus penyebaran konten pornografi yang dilayangkan pihaknya di Bareskrim Mabes Polri beberapa waktu lalu.
Diketahui terdakwa dalam sidang tersebut bernama Bayu Firlen.














"
