Judul,Berita,Topik
Persib Datangkan Kiper Timnas Filipina Kevin Ray Mendoza,"KOMPAS.com - Persib Bandung resmi mengumumkan penjaga gawang baru Kevin Ray Mendoza pada hari terakhir jelang penutupan bursa transfer Liga 1 2023-2024, Selasa (28/11/2023). 
Kevin Ray Mendoza adalah kiper timnas Filipina kelahiran Denmark 29 September 1994. Dia turut memperkuat timnas Filipina di Kualifikasi Piala Dunia 2026. 
Mendoza musim lalu memperkuat Kuala Lumpur FC di Liga Super Malaysia, juga sempat ditangani pelatih Bojan Hodak semasa di sana. 
Keduanya dipertemukan kembali di Persib. Posisinya melengkapi stok kiper Maung Bandung yang telah memiliki Teja Paku Alam, Fitrul Dwi Rustapa, Reky Rahayu, dan Sheva Sanggasi. 
Durasi kontrak Kevin Ray Mendoza adalah satu tahun setengah atau 18 bulan.
Dalam keterangannya, bos Persib Teddy Tjahjono berharap, Kevin Mendoza bisa memberikan kontribusi dalam target tim musim ini.  
""Kami menyampaikan telah menambah kiper baru, Kevin Ray Mendoza Hansen, dengan kontrak berdurasi 18 bulan. Kami berharap, Kevin bisa berkontribusi untuk Persib,"" kata Teddy yang menjabat Deputy CEO PT Persib Bandung Bermartabat ini.
Pada musim lalu di ajang Liga Super Malaysia, Mendoza memainkan 10 pertandingan dengan dua kali clean sheet membela timnya Kuala Lumpur City. 
Total, ia memainkan 64 pertandingan bersama Kuala Lumpur City sejak bergabung musim 2021.
Sebelum singgah di Liga Malaysia, dia juga pernah bermain di Liga Denmark memperkuat Viborg FF (2013-2014), Thisted FC (2017-2018), AC Horsens (2018-2019), HB Koge (2019-2020), dan Vendsyssel FF (2020).














",BOLA
"Yadea Kemper, Motor Listrik Sporty dengan Torsi 570 Nm","JAKARTA, KOMPAS.com - Yadea memperkenalkan motor listrik flagship, diberi nama Kemper. Modelnya sporty ala naked bike, paling mengesankan adalah torsi mencapai 570 Nm.
Dikutip dari Rideapart, bukan cuma dinamonya saja yang punya performa tinggi, tapi juga teknologi pada baterainya. Berdasarkan klaim, Kemper bisa dicas selama 10 menit saja dan baterai sudah 80 persen, sampai penuh cuma 18 menit.
Tentu kecepatan mengecas itu butuh teknologi yang sangat canggih. Kalau dicas dirumah ke colokan biasa pun tentu waktu pengecasannya akan lebih lama.

Spesifikasi baterainya 320V 20Ah, pakai model lithium-iron-phosphate. Pengecasan yang sangat cepat itu tentu didukung dengan sumber DC fast charging.
Sekarang soal dinamonya, tenaga yang dihasilkan sekitar 54 TK dan torsinya super besar 570 Nm. Banyak motor konvensional yang tenaganya sama, tapi kalau torsi yang sampai tiga digit sepertinya baru ditemukan di superbike.
Performa di dunia nyata, klaim Yadea Kemper bisa akselerasi dari 0-100 Kpj cuma 4,9 detik. Lalu kecepatan puncaknya ada di angka 160 Kpj, terhitung cepat buat motor listrik.

Mendukung performa tinggi, komponen yang dipasang ke Kemper juga tidak bisa sembarangan. Suspensi depan dan belakang sudah pakai merek KYB, pengereman pakai Bosch ABS, kalipernya bahkan Brembo.
Fitur lainnya seperti kontrol traksi, instrumen penuh warna yang berukuran tujuh inci dan bisa terhubung ke telepon pintar. Uniknya lagi, Yadea pasang dashcam di Kemper, buat merekam perjalanan.
Sayangnya Yadea belum mengumumkan berapa harga dari motor listrik performa tinggi ini. Dugaannya, Kemper baru dipasarkan di pasar China, baru tersebar ke seluruh dunia.














",OTOMOTIF
Tim Satelit RNF MotoGP Dicoret dari Peserta MotoGP 2024,"Komite Seleksi MotoGP yang terdiri dari anggota FIM, IRTA, dan Dorna Sports, memutuskan untuk tidak memasukan CrytoDATA RNF meski tim punya kontrak untuk balapan di MotoGP sampai 2026.
Dilansir dari The Race, pelanggaran dan wanprestasi tersebut diyakini berkaitan dengan utang tim yang dikabarkan menumpuk sampai ratusan ribu euro.
Dok. Gold & Goose Tim RNF Aprilia
Gejolak di tubuh RNF MotoGP Team terlihat saat pendiri tim dan pemegang saham 40 persen Razlan Razali mengumumkan untuk meninggalkan RNF jelang MotoGP Valencia 2023.
CrytoDATA yang punya mayoritas saham di RNF Racing sebesar 60 persen disebut ""memecat""  Razali karena penampilan tim dan juga keputusan finansial yang buruk.
Razali mengatakan dia bukan dipecat tapi mundur. Manager asal Malaysia yang memunculkan nama Fabio Quartararo itu mengatakan mundur karena perbedaan visi dengan orang dibalik CryptoData.
Adapun RNF Racing kini dijalankan oleh Ovidiu Toma dan Bogdan Maruntis, dua pebisnis asal Rumania yang memiliki CryptoData, disebut bakal melawan keputusan MotoGP tersebut ke meja hijau.
Rumorsnya bos Trackhouse Justin Marks, yang sebelumnya mengukir prestasi di NASCAR tertarik masuk ke MotoGP. Jika benar maka Trackhouse akan jadi tim satelit Aprilia musim depan.
Jika rumors terbukti maka Trackhouse akan membawahi Raul Fernandez dan Miguel Oliveira. Namun, belum diketahui apakah akan memakai motor Aprilia RS-GP musim 2024 atau motor satelit musim 2023.
Pernyataan MotoGP:














",OTOMOTIF
"Waktu yang Tepat ke Pulau Payung, Hindari Akhir Tahun","JAKARTA, KOMPAS.com - Kepulauan Seribu termasuk destinasi wisata alam yang wajib dikunjungi jika sedang melancong ke Jakarta.
Tidak hanya indah dari segi pemandangan pantai, tetapi juga menarik dari segi wisata bawah laut. Salah satu pulau di Kepulauan Seribu yang bisa dikunjungi yaitu Pulau Payung.
Beberapa waktu lalu Kompas.com berkunjung ke Pulau Payung dalam rangka kegiatan perjalanan wisata pengenalan atau familiarization trip (famtrip), Jakarta Travel Fair 2023, yang diadakan oleh Asosiasi Travel Agent Indonesia (Astindo).
Pada kegiatan tersebut, Kompas.com berkunjung ke salah satu sisi Pulau Payung yang dijadikan sebagai tempat wisata. Namanya Asha Resort.
""Tujuan kegiatan (famtrip) ini adalah menarik wisatawan dari Palembang, Lampung, dan Surabaya untuk menikmati Pulau Payung,"" kata Ketua Subkelompok Pemasaran Pariwisata Dalam Negeri, Dinas Pariwisata dan Ekonomi Kreatif (Disparekraf) Jakarta, Triatin Permanik kepada Kompas.com di Jakarta, Senin (27/11/2023).

Ada banyak kegiatan wisata yang bisa dilakukan jika berkunjung ke Pulau Payung, khususnya di Asha. Di antaranya snorkeling, naik ATV, dan paddling.
Sebelum berkunjung, penting untuk mengetahui kapan waktu yang tepat berkunjung ke Pulau Payung.
General Manager Asha Resort, Aryo Nodya mengatakan bahwa kawasan Pulau Payung, khususnya Asha Resort, langsung bersentuhan dengan pemandangan alam yang indah.
Ia melanjutkan, wisatawan bisa datang setiap hari dan tidak ada waktu khusus untuk menunggu momen terbaik.
""Saya bisa rekomendasikan untuk datang setiap hari ke sini (Pulau Payung), tidak ada musim tertentu,"" kata Aryo kepada Kompas.com di Asha Resort, Pulau Payung, Senin (27/11/2023).














",TRAVEL
"Ramai soal Cara Penyajian Makanan dari Depan atau Belakang, Ini Penjelasannya","Unggahan tersebut dibagikan oleh warganet lewat akun X (dulu Twitter) @tanyakanrl, Senin (27/11/2023).
Dalam unggahan tersebut, tampak foto dua orang peserta kompetisi memasak di salah satu stasiun televisi tengah menyajikan makanan kepada tiga juri yang bertugas mencicipi makanannya.
Warganet menyoroti perbedaan di antara kedua peserta saat menyajikan makanan. Satu peserta meletakkan makanan dari arah belakang ketiga juri.
Sementara peserta yang lain menyajikan makanan lewat depan ketiga juri.
""Kalian yang ngerti soal penyajian makanan sebenernya serve food yang bener tuh yang atas atau yang bawah sih?"" tanya pengunggah.
Hingga Senin (27/11/2023) siang, unggahan tersebut tayang sebanyak 1,2 juta kali, dibagikan ulang 858 kali, dan disukai 14.800 warganet.
Lalu, manakah cara penyajian makanan yang benar?

Executive Chef dari Noormans Hotel Semarang, Andreas Herlambang mengungkapkan, cara penyajian makanan yang benar, yakni dilakukan dari arah belakang konsumen.
""Kalau penyajian (makanan yang benar) itu dari belakang sebelah kanan,"" ujarnya kepada Kompas.com, Senin (27/11/2023).
Andreas menjelaskan, ada urutan penyajian makanan yang harus diikuti oleh chef maupun pelayan yang bertugas mengantarkan makanan ke konsumen.
Jika menyajikan makanan untuk satu keluarga, maka orang yang paling tua berhak disajikan makanan lebih dulu daripada anggota keluarga lainnya.
Sementara untuk acara perjamuan bisnis atau table manner, orang yang posisinya lebih penting akan disajikan makanan lebih dulu daripada orang lain.
""Jadi, ada urutannya. Ada tata laksananya berkaitan dengan table manner secara internasional. Itu mengacu dari aturan global untuk table manner,"" ujar Andreas.
Freepik/Drazen Zigic Ilustrasi pelayan menyajikan makanan ke konsumen.Lebih lanjut, Andreas menyebut para chef serta pelayan di restoran atau hotel wajib mengetahui cara penyajian makanan sesuai table manner tersebut.














",TREN
Ini Cara Mengatasi Diare Pada Anak di Rumah Menurut Anjuran Dokter,"KOMPAS.com - Diare adalah masalah pencernaan yang sering terjadi pada anak-anak.
Saat diare, si kecil dapat mengalami peningkatan frekuensi buang air besar. Kondisi tersebut membuat anak merasa tak nyaman, lemas, dan kehilangan nafsu makan.
Melihat hal ini ayah dan bunda tentu khawatir akan kondisi si kecil. Namun alih-alih panik, ada beberapa cara mengatasi diare di rumah. Berikut penjelasannya.
Dokter spesialis anak dr. Himawan Aulia Rahman, Sp.A memberikan beberapa rekomendasi untuk orang tua dapat menangani anaknya yang diare secara mandiri di rumah.
Cara mengatasi diare yang pertama adalah memberikan penggantian cairan pada anak.
Pemberian cairan pengganti penting dilakukan karena pada dasarnya diare membuat anak kehilangan cairan tubuh lewat feses.
""Pertama ialah dengan melakukan penggantian cairan. Saat ini yang aksesnya paling banyak dan mudah didapatkan di seluruh Indonesia ialah pemberian oralit,"" kata dokter Himawan, dilansir dari Antara, Jumat (24/11/2023).
Himawan melanjutkan, penggantian cairan bisa dilakukan pada anak yang diare asalkan anak masih dalam kondisi aktif dan tidak mengalami dehidrasi.
Selain pemberian oralit, cara mengatasi diare pada anak selanjutnya yaitu memberikan suplementasi zinc atau seng yang merupakan suplemen zat besi.
Pemberian zinc bermanfaat untuk memperbaiki sel-sel usus yang bermasalah saat diare sehingga harapannya durasi diare pada anak bisa semakin berkurang.














",HEALTH
"Ditandu, Ibu Hamil di Pasaman Barat Melahirkan di Jalan, Sempat Tak Mau Dirujuk ke Puskesmas","Saat itu ia dibawa menggunakan tandu darurat dari rumahnya menuju puskesmas oleh warga sekitar.
Tandu darurat itu dibuat dari kayu dan kain sarung.
Setelah melewati perjalanan sejauh tiga kilometer, Reni merasakan mulas dan ia pun melahirkan di jalan dengan peralatan seadanya dibantu oleh bidan desa.
Hal tersebut dijelaskan oleh Kepala Jorong Rurapatontang, Sapran.
“Belum sempat sampai ke tempat mobil yang menunggu, pasien sudah melahirkan di tengah jalan. Akhirnya pasien dibawa kembali ke kampung,” ujar dia pada Minggu (26/11/2023).
“Sebenarnya pasien ini tidak ada kendala apa-apa. Kata bidan jorong bisa melahirkan normal di pustu (puskesmas pembantu) namun pihak puskesmas mengatakan harus dibawa ke puskesmas,” katanya
Khorina, Bidan Jorong setempat mengatakan pada Jumat (24/11/2023), ia sudah meminta ke keluarga agar pasien Reni dirujuk ke puskesmas.
Saat itu pihak keluarga menolak dengan alasan biaya. Bidan Khoirina mengaku sempat meminta keluarga untuk membuat surat pernyataan tak bersedia untuk dirujuk.
Namun pasien tetap dirujuk pada Sabtu (25/11/2023) karena aturan yang mengharuskan pelayanan dilakukan di puskesmas.
Akan tetapi di tengah perjalanan, pasien mengalami kontraksi dan melahirkan di perjalanan.
""Saat itu saya juga membawa perlengkapan persalinan Pak, makanya tidak ada kendala,” jelasnya.
Setelah bayi lahir, warga kembali menandu pasien untuk dibawa ke rumah keluarganya di Jorong Pegambiran.
“Alhamdulillah ibu dan bayi sehat Pak. Terima kasih juga saya sampaikan kepada masyarakat yang selalu siap sedia membantu kami dalam bertugas,” pungkasnya.
Kepala Dinas Kesehatan Pasaman Barat, Hajran Huda membenarkan kejadian tersebut. Menurutnya daerah tersebut terisolir dan jauh dari ambulans.














",REGIONAL
Indosat Akuisisi 300.000 Pelanggan MNC Play,"Dalam akuisisi ini, Asianet (Lightstorm group company) juga turut terlibat sebagai manajemen jaringan fiber optic. Sementara MNC Play tetap memberikan konten.
President Director and CEO of Indosat Ooredoo Hutchison Vikram Sinha mengatakan, akuisisi tersebut sejalan dengan tujuan Indosat yang menghubungkan dan memberdayakan masyarakat Indonesia.
Dengan akuisisi tersebut, kata dia, Indosat tidak hanya berfokus pada angka, tapi juga meningkatkan kualitas pengalaman pelanggan.
""Tambahan layanan IPTV yang disediakan oleh MNC Play menjadikan Indosat HiFi tidak hanya menawarkan layanan broadband tapi juga tambahan entertainment seperti TV Kabel,"" kata Vikram dalam konferensi pers di MNC Tower, Jakarta Pusat, Senin.
President Director of MNC Play Ade Tjendra mengatakan, selama proses integrasi, MNC Play memastikan transisi tetap memberikan pelayanan terbaik bagi seluruh pelanggan.
Ia mengatakan, lewat akuisisi tersebut, pelanggan dapat menikmati dan memilih antara FTTH atau Internet Protocol Television Services (IPTV) maupun kedua layanan dalam satu paket yang sama.
Layanan tersebut berpotensi untuk mendorong lebih banyak akuisisi pelanggan dan meningkatkan pendapatan dari bisnis FTTH, menjadikan kolaborasi ini bernilai tambah bagi pelanggan dan juga perseroan.
""Sebagai bagian dari transisi, manajemen jaringan fiber optik akan secara langsung ditangani oleh Asianet,"" kata dia.
Sementara Lighstorm Group CEO & MD Amajit Gupta mengatakan, lewat akuisisi, divisi FTTH Lighstorm, Asianet akan memiliki jaringan fiber lebih dari 15.000 kilometer dan lebih dari 1,5 juta home pass di sepuluh kota di Indonesia.
Hal ini, kata dia, menjadikan ksebagai salah satu carrier-neutral FTTH operators di Indonesia.
""Transaksi ini juga membuktikan model bisnis inovatif Lightstorm dan menjadikan Asianet sebagai mitra infrastruktur yang dipilih oleh para operator dan penyedia layanan di Indonesia,"" ucap dia.














",MONEY
Prakiraan Cuaca Hari Ini: Sebagian Jabodetabek Hujan Siang dan Malam Nanti,"JAKARTA, KOMPAS.com - Sebagian besar wilayah Jakarta, Bogor, Depok, Tangerang, dan Bekasi (Jabodetabek) diprediksi bakal berawan pada Selasa (28/11/2023) pagi.
 Berdasarkan prakiraan Badan Meteorologi, Klimatologi, dan Geofisika (BMKG), seluruh wilayah DKI Jakarta bakal mengawali hari dengan cuaca cerah berawan.
 Namun, hujan disertai petir dan angin kencang diperkirakan bakal terjadi di Jakarta Timur dan Jakarta Selatan pada siang sampai malam hari.
 “Waspada potensi hujan disertai kilat/petir dan angin kencang berdurasi singkat yang dapat terjadi di sebagian wilayah Jaksel pada malam hari,” demikian bunyi pesan peringatan dini BMKG, Selasa.
 Sementara di Bogor, Depok, dan Bekasi juga diprediksi bakal cerah berawan pada pagi hari. Meski begitu, hujan kemungkinan turun di tiga wilayah ini pada siang hari hingga malam nanti.
 Untuk cuaca di Tangerang dan Tangerang Selatan diperkirakan bakal berawan tebal sepanjang hari ini.














",NEWS
Ketua KPK Nawawi Ogah Tanggapi Pelantikannya yang Diduga Cacat Hukum: Banyak PR Lebih Penting!,"JAKARTA, KOMPAS.com - Ketua Komisi Pemberantasan Korupsi (KPK) sementara, Nawawi Pomolango mengaku ogah membuang tenaganya untuk menanggapi argumen yang dilontarkan untuk mencari-cari kesalahan.
 Pernyataan tersebut Nawawi sampaikan saat dimintai tanggapan terkait pendapat guru besar ilmu hukum pidana, Romli Atmasasmita yang menuding pelantikannya sebagai Ketua KPK sementara cacat hukum.
 Menurut Nawawi, saat ini dirinya memiliki banyak pekerjaan yang jauh lebih penting dan diselesaikan, alih-alih menanggapi Romli.
 “Banyak pekerjaan yang menunggu dan jauh lebih penting daripada menghabiskan energi berpikir untuk argumen-argumen yang nyata-nyata dimunculkan untuk mencari-cari kesalahan,” ujar Nawawi saat dihubungi Kompas.com, Senin (27/11/2023).
 Nawawi mengatakan, dirinya saat ini bersama pimpinan KPK yang tersisa fokus memulihkan marwah lembaga.
Sebab, kepercayaan publik terhadap KPK disebut merosot karena ketuanya, Firli Bahuri, menjadi tersangka korupsi.
 “Tepat (memulihkan lembaga). Itu yang saya maksudkan,” kata Nawawi.
 Adapun Romli menyebut pelantikan Nawawi sebagai Ketua KPK Sementara terindikasi cacat hukum.
 Menurut Romli dalam analisisnya, seharusnya Presiden Jokowi terlebih dahulu mengajukan calon pengganti Firli ke Dewan Perwakilan Rakyat (DPR) dan tidak menunjuk langsung Nawawi yang merupakan Wakil Ketua KPK. 
 Romli juga menyebut bahwa ketentuan pengisian keanggotaan sementara pimpinan KPK belum diatur dalam UU KPK Nomor 30 tahun 2002.
 Romli juga menilai, ketentuan dalam UU Nomor 10 Tahun 2015 bertentangan secara diametral dengan ketentuan yang sama dalam UU KPK Nomor 19 tahun 2019.
 ""Prosedur penunjukan Nawawi Pomolango untuk menggantikan Firli Bahuri selaku Ketua KPK mengandung cacat hukum sehingga prosedur penunjukan dimaksud batal demi hukum dan karenanya segala tindakan hukum KPK dalam melaksanakan tugas dan wewenangnya menjadi tidak sah dan batal demi hukum atau dapat dibatalkan,"" kata Romli dalam keterangan pers yang dikutip pada Senin (27/11/2023).
Namun, argumen Romli itu dipatahkan pakar Hukum Tata Negara Universitas Gadjah Mada (UGM) Zainal Arifin Mochtar.
 Menurut Zainal, pengangkatan Nawawi sebagai Ketua KPK sementara mengacu pada Pasal 33A Peraturan Pemerintah Pengganti Undang-Undang (Perppu) Nomor 1 Tahun 2015 tentang Perubahan Atas Undang-Undang Nomor 30 Tahun 2002.
 Perppu tersebut telah disahkan menjadi Undang-Undang (UU) Nomor 10 tahun 2015.














",NEWS
"Di Sumbar, Caleg KIM Wajib Pakai Foto Prabowo-Gibran di Baliho","Senin (27/11/2023) malam, TKD kabupaten dan kota itu langsung menggelar rapat dengan TKD Provinsi Sumbar di Padang.
""Salah satu yang disepakati adalah pemasangan foto Prabowo-Gibran di seluruh baliho partai KIM (Koalisi Indonesia Maju),"" kata Dewan Pembina TKD Sumbar, Khairunas, di Padang.
KIM terdiri dari Gerindra, Golkar, Demokrat, PAN, PBB, Gelora, PSI, Garuda, dan Prima.
Kemudian, kata Khairunas, dibahas pula soal target pemenangan Prabowo-Gibran di Sumbar, untuk mencapai pemilu satu putaran.
Politisi Golkar yang juga Bupati Solok Selatan itu mengatakan, pemasangan foto Prabowo-Gibran harus dilakukan tanpa terkecuali bagi seluruh caleg KIM.
Hal ini harus dilakakukan baik di tingkatan DPR RI, DPRD Sumbar, hingga DPRD kabupaten dan kota.
""Ini sudah menjadi kesepakatan kita dalam rapat tadi. Kita ingin menyosialisasikan Prabowo-Gibran ke tengah masyarakat,"" kata Khairunas lagi.
Senada dengan itu, Ketua TKD Sumbar, Andre Rosiade mengaku optimistis untuk menang dalam satu putaran.
""Sumbar ini adalah basis Pak Prabowo. Dalam dua kali Pilpres.sebelumnya selalu menang,"" kata politisi Partai Gerindra itu.
Menurut dia, hasil survei di tingkat Sumbar menunjukkan Prabowo-Gibran unggul di Sumbar.
""Bahkan secara nasional itu sudah menuju kemenangan dalam satu putaran,"" tegas Andre.
Andre mengatakan, TKD Sumbar amat kompak, di mana hal ini ditandai dengan bersatunya seluruh parpol KIM di Sumbar, tanpa ada perbedaan pendapat.
Selain itu, Andre menyebut soal instruksikan kepada seluruh TKD dan caleg dari KIM untuk mengampanyekan Prabowo-Gibran secara santun.
""Soal adanya fitnah dan hoaks tentang Prabowo-Gibran sesuai instruksi TKN kita hadapi dengan senyuman. Jangan dibalas,"" kata Andre.
















",REGIONAL
"Bupati Rudy: Idealnya UMK Garut 2024 Rp 2,6 - Rp 2,7 Juta","""Kalau saya, idealnya sih, kalau saya ya, idealnya ya sekitar Rp 2,6- Rp 2,7 (juta),"" kata Rudy saat ditanya wartawan terkait usulan kenaikan UMK 2024 di Garut, Senin (27/11/2023), dikutip dari Antara.
Rudy mengatakan, hal itu berdasarkan kondisi di lapangan jika kebutuhan tempat tinggal atau rumah kontrakan bagi pekerja industri sekitar Rp 600.000-Rp 700.000 per bulan.
""Karena kosnya sendiri Rp 600.000 per bulan. Kos-kos di Leles dan di Limbangan (kawasan industri) itu Rp 600.000-Rp 700.000,"" katanya.
Ia mengatakan, UMK Garut tahun 2023 yang telah ditetapkan sebesar Rp 2.117.318,31. Sementara buruh mengajukan kenaikan UMK tahun 2024 sebesar 16 persen.
Tuntutan buruh itu oleh Rudy sudah direkomendasikan ke Pemerintah Provinsi Jabar berdasarkan kajian kondisi kelayakan hidup di Kabupaten Garut.
""Yang kita sampaikan ya, berdasarkan tentang kelayakan hidup di Kabupaten Garut yang beda persepsi dengan BPS,"" katanya.
Ia menyampaikan, Pemkab Garut juga merekomendasikan kenaikan UMK yang mengacu pada Peraturan Pemerintah (PP) Nomor 51 tahun 2023 tentang perubahan atas Peraturan Pemerintah Nomor 36 tahun 2021 tentang pengupahan.
""Garut itu kan kita mengajukan ada dua yang sedang diajukan, terserah Pak Gubernurnya mau bagaimana, satu atas usulan dari buruh kurang lebih 16 persen dan PP 51 itu 5 persen,"" katanya.
Ia mengatakan, UMK itu sesuai aturan diberlakukan bagi industri besar, apabila perusahaan tidak memberikan upah sesuai dengan UMK maka akan diberi sanksi oleh pemerintah.
Namun, untuk perusahaan yang tidak mampu berdasarkan UMK, kata Bupati, maka harus terlebih dahulu memberitahukan kepada pemerintah terkait kemampuan perusahaan dan melakukan kesepakatan dengan pekerja.
""Kalau tidak melaksanakan di lapangan itu ada sanksinya, kecuali mereka (perusahaan) yang melapor terlebih dahulu gitu kan,"" katanya.














",REGIONAL
"Sinopsis The Head Season 2, Ketegangan di Kapal Alexandria dan Misi Perubahan Iklim","Musim 2 mempertahankan banyak ciri khas Musim pertama, yaitu kehidupan yang terisolasi, film thriller bertahan hidup dan misteri pembunuhan.
Tidak ada polisi yang muncul bahkan sampai akhir season dan beberapa scene terlihat mengerikan seperti kepala yang dipenggal.
Diceritakan, Arthur Wilde (John Lynch) sejak musim pertama berperan sebagai kepala misi ilmiah Polaris VI di Antartika.
Sementara, Maggie (Katharine O'Donnelly), seorang dokter yang ikut serta mencari solusi soal perubahan iklim.
Arthur ingin membuktikan kemampuannya kepada Rachel.
Setelah dibebaskan dari penjara, Arthur melanjutkan penelitiannya di atas kapal kargo di tengah Samudera Pasifik bersama ekspedisi ilmuwan baru bersama Rachel.
Situasi di kapal memanas ketika seorang awak kapal tampak tewas, mesinnya juga hancur.
Mereka terlibat dalam situasi tegang saat mengumumkan hasil tes DNA untuk menemukan pembunuh.
The Head Season 2 diproduksi oleh Mediapro Studio bekerja sama dengan Hulu Jepang dan disiarkan di HBO Max.
Pencipta serial Ran Tellem kembali sebagai produser eksekutif.
Laura Fernandez Espeso, Javier Méndez, Bernat Elías dan Mariano Baselga, juga hadir sebagai produser eksekutif sekaligus penulis.

Artikel ini merupakan bagian dari Lestari KG Media, sebuah inisiatif untuk akselerasi Tujuan Pembangunan Berkelanjutan.













",HYPE
"Oknum Tukang Parkir di Surabaya Tarik Rp 30.000 Per Mobil, Dishub: Sudah Dipanggil","Dinas Perhubungan Kota Surabaya telah memanggil tukang parkir itu untuk diberi peringatan.
Video pria tersebut menarik tarif Rp 30.000 untuk satu mobil, viral di media sosial.
Dalam video tersebut, tampak seorang ellaki meminta uang Rp 30.000 ke penumpang kendaraan.
 ""Iya Rp 30.000, soalnya mau masuk diskotek, ngapunten (mohon maaf),"" kata pria berompi hijau dalam video tersebut, Minggu (26/11/2023).
Kepala Dishub Surabaya, Tundjung Iswandaru mengatakan, tempat parkir yang berada di kawasan Taman Apsari, Jalan Taman Apsari, itu bukan milik Pemerintah Kota (Pemkot).
 ""Jalan akses itu masih milik pengembang, belum diserahkan ke Pemkot. Sehingga pengelolaanya bukan di Dishub,"" saat dikonfirmasi melalui pesan, Senin (27/11/2023).
 Sementara itu, Kepala UPTD Parkir Tepi Jalan Umum Dishub Surabaya, Jeane Mariane Taroreh mengatakan, pihaknya telah melakukan patroli setelah beredarnya video oknum tukang parkir meminta Rp 30.000 tersebut.
 ""Lokasi tersebut sudah ditinjau. Penertiban ini merupakan tindak lanjut atas laporan warga terkait jukir (juru parkir) liar di lokasi parkir hiburan malam,"" kata Jeane.
Sudah dipanggil
Jeane mengungkapkan, tukang parkir dalam video tersebut bukan merupakan petugas Dishub Surabaya. Pria tersebut juga telah dipanggil untuk mendapatkan peringatan, pada hari ini.
 ""Dishub juga telah memanggil orang yang berada di video tersebut, untuk dilakukan penindakan dan pembinaan kepada juru parkir liar,"" jelasnya.
 Pria tersebut, kata dia, telah meminta maaf atas penarikan uang parkir sebesar Rp 30.000.















",REGIONAL
