Judul,Berita,Topik
"Sempat Bercanda, 2 Pemuda Bacok Tukang Bakwan di Situbondo Ditangkap","
KOMPAS.com - Dua pria bernama Budi (36) dan Rudi (25) menganiaya tukang penjual bakwan, Zainurrahman (32) di Kabupaten Situbondo, Jawa Timur.
Satreskrim Polres Situbondo menangkap dua pria warga Desa Sumberkolak, Kecamatan Panarukan, Kabupaten Situbondo.
Kasatreskrim Polres Situbondo AKP Momon Suwito mengungkapkan, korban pembacokan bernama Zainurrahman (32) warga Desa Sumberkolak, Kacamatan Panarukan mulanya melapor ke polisi.
Adapun peristiwa pembacokan itu terjadi di area Jalan Persawahan, Desa Sumberkolak, Kecamatan Panarukan pada Sabtu (18/11/2023).
""Kedua pelaku sempat kabur dan akhirnya ditangkap hari ini, mereka kabur ke luar kota,"" ucap AKP Momon Suwito, Kamis (30/11/2023).
Dia juga menyatakan korban dan kedua pelaku saling kenal.
Dua pelaku sempat memanggil korban untuk membeli bakwan. Mereka sempat berkomunikasi dan bersendau gurau.
""Pelaku dan korban saling bercanda, namun ketika korban mau dongkrak sepeda motor oleh pelaku dikira tersinggung dan mau mukul, sehingga pelaku berinisiatif membacok korban duluan,"" katanya.
Korban mengalami luka di bagian kepala.
""Setelah dibacok korban langsung kabur dan menghindar dari kedua pelaku, korban mengalami luka di bagian kepala,"" katanya.
Pihak kepolisian juga mengungkap bahwa pelaku pembacokan bernama Budi (36) sebelumnya juga pernah dihukum karena kasus penganiayaan.
Sehingga pihak kepolisian akan memberikan sikap tegas dan tidak memberikan restoratif justice.
""Salah satu dari kedua pelaku ini residivis dengan kasus yang sama,"" katanya.
Akibat peristiwa penganiayaan tersebut kedua pelaku terancam pasal 354 KUHP dengan ancaman hukuman 8 tahun penjara. Sekarang keduanya telah ditahan di Mapolres Situbondo dalam waktu 20 hari ke depan.














",REGIONAL
"4 Tingkatan Pramuka Penggalang, Apa Saja?","KOMPAS.com - Dilansir dari buku Tingkat Siaga dan Penggalang (2021) oleh R. Toto Sugiarto, Penggalang adalah sebuah tingkatan dalam Pramuka setelah Siaga.
Biasanya anggota Pramuka tingkat Penggalang berusia dari 10-15 tahun.
Dikutip dari buku Panduan SKU Penggalang Ramu dalam Gerakan Pramuka (2023) oleh Mira Dwi Anggraeni, berdasarkan pencapaian Syarat-Syarat Kecakapan Umum, Pramuka Penggalang dapat digolongkan dalam empat tingkatan, yaitu:
Tingkatan Penggalang juga memiliki Syarat-Syarat Kecakapan Umum (SKU) dan Syarat-Syarat Kecakapan Khusus (SKK) yang harus dipenuhi untuk mendapatkan kenaikan tingkat atau Tanda Kecakapan Umum (TKU) dan mendapatkan Tingkat Kecakapan Khusus (TKK).
Setiap anggota Pramuka Penggalang dikelompokkan dalam satuan-satuan kecil yang disebut dengan regu.
Setiap regu terdiri atas 8 orang penggalang.
Regu dipimpin oleh seorang Pimpinan Regu atau disebut dengan Pinru yang bertugas bertanggung jawab penuh atas regunya tersebut.
Regu dalam penggalang mempunyai nama-nama untuk mengidentifikasi regu.
Nama regu putra diambil dari nama hewan, misalnya kuda, garuda, singa, zebra, dan sebagainya. Sedangkan nama regu putri diambil dari nama tumbuhan atau nama bunga, misalnya seruni, raflesia, lavender, teratai, sakura, dan lainnya.
Setiap empat regu dihimpun dalam sebuah pasukan yang dipimpin oleh seorang Pemimpin Regu UItama atau disebut dengan Pratama.
Itulah penjelasan mengenai pengertian dan tingkatan dalam Pramuka Penggalang.
 














",SKOLA
Kekuatan Pegas Pengaruhi Keras Lembutnya Suspensi Mobil,"SLEMAN, KOMPAS.com - Suspensi pada tiap-tiap mobil memiliki karakter masing-masing. Ada yang kaku guna menjaga kestabilan, ada juga yang empuk agar bantingannya nyaman.
Bahkan tak jarang pengguna melakukan modifikasi guna meningkatkan performa suspensi sesuai kebutuhan.
Dengan demikian, tidak menutup kemungkinan mobil-mobil standar bawaan pabrik bisa diubah menjadi lebih nyaman.
Kenyamanan suspensi bisa berupa terendamnya kejutan dari permukaan jalan dengan sempurna. Sehingga, penumpang di dalam kabin tidak merasakan guncangan yang berarti.
Dok. Mercedes-Benz Suspensi udara Airmatic yang disematkan pada model premium Mercedes-Benz
Hardi Wibowo, Pemilik Aha Motor Yogyakarta mengatakan, tidak sedikit pemilik mobil mengeluhkan suspensi keras, padahal peredam kejut atau shock absorber-nya baru diganti.
“Perlu diketahui peran peredam kejut memang sebagai penyerap guncangan efek permukaan jalan tidak rata, namun dia tidak bekerja sendirian melainkan ada pegas sebagai penopang bobot kendaraan,” ucap Hardi kepada Kompas.com, Jumat (1/12/2023).
Menurut Hardi, kenyamanan suspensi tidak bisa lepas dari kekuatan pegas dalam menopang bobot kendaraan. Terlebih lagi yang menjadi permasalahan adalah bantingan keras.
Foto: Boxrepsol Suspensi Ohlins di MotoGP
Kondisi tersebut bisa digambarkan saat mobil melewati jalan berlubang atau polisi tidur suspensi terasa keras.
Padahal, suspensi yang nyaman akan membuat guncangan terasa minim atau mendekati tidak terasa oleh penumpang.
“Jika yang dikeluhkan adalah bantingan keras, artinya tidak terjadi peredaman dengan baik, ini bisa terjadi karena kekuatan pegas lebih keras dari bobot kendaraan, bisa juga pegas terlalu empuk sehingga saat mengayun pegas mentok,” ucap Hardi.
Solusinya, mobil membutuhkan pegas dengan kekuatan yang pas sesuai dengan bobot kendaraan. Selain itu, Hardi juga mengatakan peredam kejut harus prima.
Kompas.com/Adityo Suspensi depan Mitsubishi XForce
“Peredam kejut akan membatasi ayunan dari sifat pegas, jika keduanya bekerja sama dengan baik, maka peredaman guncangan dari permukaan jalan tidak rata bisa lebih optimal, sehingga suspensi terasa nyaman,” ucap Hardi.
Jadi, kenyamanan suspensi sebuah mobil tidak cukup dengan memperhatikan kesehatan shock absorber atau peredam kejut saja tapi juga kekuatan pegas.














",OTOMOTIF
"Cerita Unik Bus Perintis DAMRI, Penumpang Bayar Pakai Cabai dan Ikan","JAKARTA, KOMPAS.com- Saat kini layanan bus berlomba dalam memberikan pelayanan modern dengan berbagai inovasi canggih untuk pembayaran, namun masih ada layanan bus yang justru masih minim teknologi.
Angkutan perintis DAMRI menjadi salah satu contoh nyata dimana masih ada kendaraan umum dengan fasilitas yang tertinggal di pelosok Indonesia. 
Direktur Utama Perum DAMRI Setia N. Milatia Moemin mengatakan, kendati harga tiket sudah mendapatkan subsidi, namun harga tiket tersebut masih kerap ditawar oleh penumpang angkutan perintis di pedalaman Papua. 
Tidak seperti di perkotaan yang sudah mengenal teknologi QRIS atau pembelian tiket online, masih ada penumpang bus perintis DAMRI di Papua dan Papua Barat yang secara suka rela memberikan hasil perkebunan mereka untuk bisa naik kendaraan umum tersebut.
""Harga tiket bus perintis DAMRI di sana itu sekitar Rp 10.000. Tapi terkadang mereka hanya bisa bayar pakai cabai, jagung atau ikan. Habis mau bagaimana lagi, memang keadaannya mereka tidak punya uang. Tapi angkutan perintis tersebut satu-satunya yang jadi transportasi umum di sana,"" kata Tya pada acara Diskusi Publik DAMRI Melayani Tiada Henti yang diadakan oleh INSTRAN, Kamis (30/11/2023).
Tangkapan layar Diskusi Publik DAMRI Melayani Tiada Henti Angkutan bus perintis milik DAMRI di Papua
Tya juga mengatakan, angkutan perintis bisa melayani masyarakat di daerah terisolir seperti di Kabupaten Maybrat, Papua Barat Daya. Sebab  menurutnya banyak kisah yang menarik yang tidak akan pernah dirasakan oleh perusahaan otobus (PO) lainnya.
Misalnya saat kejadian kerusuhan berlangsung, bus DAMRI justru diamankan dari pembakaran. Masyarakat setempat bahkan menolong kru dan mengawal bus untuk masuk ke markas TNI. 
""Kantor-kantor di depan kami di bakar. Mereka justru teriak sambil menunjuk ke kantor dan bus milik kita untuk tidak dirusak dan di bakar. Alasannya sangat sederhana, sebab kalau tidak ada angkutan perintis di sana mereka tidak bisa kemana-mana,"" kata Tya. 














",OTOMOTIF
Lirik dan Chord Lagu Cross Ur Mind - Lyn Lapid,"Lagu tersebut merupakan bagian dari album studio miliknya yang bertajuk to love in the 21st century.
Album bergenre pop tersebut berisikan 10 trek dan dirilis secara resmi melalui label Republic Records.
Berikut ini lirik dan chord lagu “Cross Ur Mind” dari Lyn Lapid.
 
Capo 1
[Intro]Fmaj7 Am/D Gm Am
[Verse 1]             Fmaj7Do you still wear that sweater that you said I could keep?             Am/DDo you still like to keep all of your shopping receipts?            GmLike to talk to somebody when you’re falling asleep?             AmDo you still think of me?                Fmaj7Have you been checking in since the day that you left?              Am/DDid you mean it when you said that you wished me the best?           GmIs my name still the weight you can’t get off your chest?              AmI’m just wonderin’
[Chorus]                 N.C. Fmaj7Do I cross your mind?                               Am/DMuch as you cross mine?                              GmWe’re on separate timelines but sometimes   Am                                     Fmaj7I wish you were still on mine
[Verse 2]                Fmaj7Is there a world where we could pick up in the place we left off?             Am/DDo you think a second chance is a thing that you want?              GmCan you even think about it without coming undone?                AmHave you had enough?Fmaj7Keeping my feelings at bay
Cause I still feel the same                            Am/DAnd it hits me in waves














",HYPE
"Sudah Didaftarkan di RI, Intip Spesifikasi VinFast VF 3","JAKARTA, KOMPAS.com - Produsen otomotif asal Vietnam, VinFast sudah mendaftarkan salah satu produk kendaraan listrik andalannya ke Kementerian Hukum dan Hak Asasi Manusia RI (Kemenkumham).
Dalam dokumen bertajuk Berita Resmi Desain Industri No. 64/DI/2023 yang dirilis Direktorat Hak Cipta dan Design Industri Direktorat Jenderal Kekayaan Intelektual, Kemenkumham, besar kemungkinan mobil dimaksud ialah VF 3.
Hal tersebut sesuai dengan desain yang sangat kompak menyerupai Suzuki Jimny maupun Mini Cooper, tetapi punya wajah yang modern meskipun mengotak.
dok.Kemenkumham Produk kendaraan VinFast sudah terdaftar di Kementerian Hukum dan Hak Asasi Manusia RI (Kemenkumham)
Kendati belum dipastikan kapan waktu peluncurannya, namun kehadiran VF 3 ke pasar Tanah Air agaknya akan jadi suatu hal menarik. Sebab pilihan mobil listrik mungil akan semakin banyak setelah sebelumnya diluncurkan DFSK Seres.
Melansir laman resmi VinFast, VF 3 punya desain dua pintu yang bisa menampung lima penumpang dewasa di dalamnya, Mobil memiliki dimensi panjang 3.114 mm, yang membuat kabinnya cukup lapang meski berdesain kompak.
Sorotan utama termasuk lampu depan dan kaca spion persegi, kap mesin yang menggembung, logo burung berbentuk V di bumper depan dan belakang, lengkungan roda plastik yang tebal, dan perawatan atap mengambang.
dok.VinFast VinFast VF 3
Mobil listrik mungil ini mengendarai roda 16 inci dan akan tersedia dengan berbagai warna bodi.
Beralih ke interior, VF 3 dibuat minimalis untuk mengoptimalkan ruang duduk lima orang di dalam mobil. Fitur pintar dasar terintegrasi penuh, memastikan pengalaman pengguna yang nyaman dan nyaman.
Dasbornya yang dangkal menampilkan satu tampilan informasi di belakang setir dan tidak ada tombol fisik atau konsol tengah. Pada bagian tengahnya hanya ada pengoperasian AC dengan cara touchscreen dan lubang ventilasinya.
Selanjutnya, untuk setirnya sudah terdapat beberapa tombol (steering switch) serta ada logo “V” beraksen krom. Diprediksi steering switch yang ada bisa untuk mengoperasikan beberapa fitur seperti kebutuhan audio dan fitur lain.
dok.VinFast Interior VF 3
VinFast mengatakan bahwa fitur-fitur pintar dasar sepenuhnya terintegrasi untuk memastikan ""pengalaman pengguna yang nyaman dan mudah.""
Sayangnya, perseroan belum mengungkap spesifikasi teknis pada VF 3. Bocoran yang beredar hanya menyebutkan mobil akan hadir dengan dua varian, Eco dan Plus.
VinFast mengatakan konsumen baru bisa memesan mobil listrik ini pada September 2023 dan pengirimannya mulai kuartal ketiga 2024.














",OTOMOTIF
"Forum Pendiri Partai Demokrat Dukung Ganjar-Mahfud, AHY: Kami Tak Pernah Mendua","JAKARTA, KOMPAS.com - Ketua Umum Partai Demokrat Agus Harimurti Yudhoyono (AHY) mengatakan, partainya tetap setia mendukung pasangan calon presiden dan wakil presiden nomor urut 2, Prabowo Subianto-Gibran Rakabuming Raka.
Hal ini dia ungkapkan menanggapi forum Pendiri Partai Demokrat yang mengalihkan dukungan ke calon presiden dan wakil presiden nomor urut 3, Ganjar Pranowo-Mahfud MD.
 ""Kami tidak pernah ada mendua. Dalam pemilihan presiden yaitu mengusung Pak Prabowo sebagai calon presiden. Dalam keputusan yang diambil dan sudah dideklarasikan juga di depan publik,"" tegas AHY kepada awak media di Jalan Paseban Timur, Senen, Jakarta Pusat, Jumat (1/12/2023).
 Menurut dia, Partai Demokrat memiliki struktur yang lengkap dan solid. Saat ini, ada 38 DPD Partai Demokrat dan 514 DPC Kabupaten/Kota.
 ""Kami satu komando. Kami sudah menentukan arah dan juga posisi dalam pemilihan Presiden yaitu mengusung Pak Prabowo sebagai calon presiden,"" ucap dia.
 Di sisi lain, AHY mewajarkan apabila ada kader, atau mantan kader yang pilihannya berbeda. Namun, AHY menegaskan, pendapat itu tidak merepresentasikan sikap resmi Partai Demokrat.
 ""Saya pikir hal yang wajar dalam berdemokrasi. Yang penting kami tidak pernah ada mendua dalam keputusan yang diambil dan sudah dideklarasikan juga di depan publik,"" imbuh AHY.
 Sebelumnya, sejumlah pendiri Partai Demokrat yang tergabung dalam Forum Komunikasi Lintas Pendiri Deklarator Kader (FKLPDK) mengalihkan dukungan ke calon presiden dan wakil presiden nomor urut 3, Ganjar Pranowo-Mahfud MD.
 Mereka mencabut dukungan yang telah dideklarasikan untuk capres nomor urut 2 Prabowo Subianto, karena polemik pencalonan Gibran Rakabuming sebagai cawapres dan kontroversi yang terjadi di Mahkamah Konstitusi.
 Pengalihan dukungan dari Prabowo ke Ganjar-Mahfud itu diumumkan dalam acara yang digelar di Kawasan Jakarta Timur, Selasa (28/11/2023), dan turut dihadiri Ketua Tim Pemenangan Nasional (TPN) Ganjar Pranowo, Arsjad Rasjid.
 ""Yang pasti FKPDLK migrasi ke Ganjar dari Prabowo, mencabut haknya dari Prabowo Saya yakin rakyat setuju dengan apa yang saya katakan,"" kata Ketua Umum FKLPDK Sahat Saragih dalam acara deklarasi itu.
 Adapun FKLPDK sebelumnya mendeklarasikan dukungan ke Prabowo pada 19 September lalu di Rumah Besar Relawan 08, Slipi, Jakarta.
 Sikap itu sejalan dengan Demokrat yang juga bergabung di koalisi Prabowo. Saat itu, Prabowo belum mengumumkan sosok cawapresnya. Namun, Sahat mengaku pihaknya kecewa saat Prabowo memilih putra Presiden Jokowi, Gibran Rakabuming Raka, sebagai cawapres.
 Apalagi, Gibran bisa maju sebagai cawapres lewat putusan Mahkamah Konstitusi (MK) nomor 90/PUU-XXI/2023 yang kontroversial. 
 Putusan itu mengubah syarat batas usia capres dan cawapres sehingga Gibran yang belum berusia 40 tahun bisa melenggang dengan modal jabatannya sebagai wali kota Solo.














",NEWS
"Surat Pemanggilan Aiman Dikirim Tengah Malam, Polda Metro: Sudah Sesuai Prosedur ","JAKARTA, KOMPAS.com - Kabid Humas Polda Metro Jaya Kombes Trunoyudo Wisnu Andiko mengatakan, pengiriman surat panggilan pemeriksaan politisi Aiman Witjaksono yang dikirmkan tengah malam sudah sesuai prosedur yang berlaku.
 ""Acuannya secara prosedural saja di negara kita, tentu prosedur secara hukum yang kita ikuti,"" ujar Trunoyudo saat ditemui di Mapolda Metro Jaya, Jumat (1/12/2023).
""Terkait dengan hal ini tentunya itu (kasus) baru klarifikasi. Klarifikasi itu dalam fase atau tahap penyelidikan,"" imbuh dia.
 Trunoyudo memastikan, Aiman sudah diberikan haknya sebagai terlapor untuk memberi keterangan. 
 ""Pada aturan tadi kami sampaikan, Penyidik Ditreskrimsus Polda Metro Jaya tentunya mengacu pada peraturan Undang-Undang,"" ucap dia. 
 Sebelumya, Aiman Witjaksono menerima surat pemanggilan dari kepolisian. Namun, pihaknya merasa heran lantaran surat pemanggilan itu dikirim ke rumahnya pukul 23.50 WIB, Selasa (28/11/2023) lalu. 1
 ""Mengenai pemanggilan Aiman saya mendapat kabar dari yang bersangkutan bahwa itu dilakukan jam 12 malam kurang 10, rumahnya dibel untuk diantarkan surat pemanggilan,"" kata Juru Bicara Tim Pemenangan Nasional (TPN) Ganjar-Mahfud, Chico Hakim saat ditemui awak media di Jakarta Selatan, Rabu (29/11/2023).
 Chico menyayangkan pengiriman surat panggilan tersebut karena dinilai seperti cara-cara intimidasi yang dilakukan di negara-negara otoriter.
 Menurut dia, pengiriman surat pada tengah malam merupakan permainan psikologis untuk menakut-nakuti layaknya Geheime Staatpolizei (Gestapo), lembaga polisi rahasia di Jerman pada masanya. 
 ""Ini gaya-gaya fasismenya Mussolini yang sedang dipraktikkan, gaya-gaya intimidasi,"" tutur Chico.
 Sebelumnya diberitakan, Aiman dilaporkan pada 13 November 2023 oleh enam aliansi masyarakat. Ia dilaporkan terkait dengan Pasal 28 ayat (2) juncto Pasal 45 ayat (2) tentang Undang-undang ITE dan/atau Pasal 14 dan/atau Pasal 15 Undang-Undang Nomor 1 Tahun 1946 Tentang peraturan hukum pidana.
 Laporan itu berisi pernyataan Aiman Witjaksono yang menyebut bahwa ada oknum komandan Polri yang diduga berpihak kepada pasangan Prabowo Subianto-Gibran Rakabuming Raka pada Pilpres 2024.














",NEWS
Basuki Beberkan Penerapan ESG dalam Proyek Infrastruktur IKN ,"Hal tersebut sebagaimana disampaikan oleh Menteri Pekerjaan Umum dan Perumahan Rakyat (PUPR) Basuki Hadimuljono saat ditemui usai acara ESG Lecture di Kantor Kementerian PUPR, Jakarta, pada Kamis (30/11/2023).
""Menurut saya, ESG sudah kami lakukan di IKN,"" ucap Basuki.
Basuki menjelaskan, pembangunan IKN selalu memerhatikan lingkungan, salah satunya dengan meminimalisasi penebangan pohon.
""Misalnya, kita mau bikin immersed tunnel, kita ingin melindungi bekantan dan dugong yang ada di Teluk Balikpapan,"" imbuh Basuki.
Kemudian dari sisi sosial, Kementerian PUPR telah melakukan pelatihan tenaga kerja konstruksi kepada masyarakat lokal, serta pemesanan katering hingga mobil yang pasti berasal dari Kalimantan Timur.
Lalu dari sisi tata kelola, Kementerian PUPR menerapkannya lewat lelang proyek yang transparan.
Di sisi lain, hingga akhir November 2023 diketahui progres pembangunan infrastruktur dasar IKN telah mencapai 60 persen.
Pemerintah menargetkan, sebagian infrastruktur dasar di IKN sudah siap huni pada tahun 2024 mendatang, seiring dengan pemindahan ibu kota negara tahap pertama.
Artikel ini merupakan bagian dari Lestari KG Media, sebuah inisiatif untuk akselerasi Tujuan Pembangunan Berkelanjutan.













",LESTARI
9 Juta Orang Diperkirakan Libur ke DIY Saat Akhir Tahun,"KOMPAS.com - Sebanyak 9 juta wisatawan diprediksi bakal mengunjungi Daerah Istimewa Yogyakarta (DIY) pada periode libur Natal dan tahun baru 2024.
Dinas Perhubungan DIY memprediksi pergerakan masyarakat terjadi selama 22 Desember 2023 hingga 3 Januari 2024.
""Diprediksi 9 juta pergerakan orang di DI Yogyakarta, 883.000 di antaranya mengunjungi destinasi wisata di DI Yogyakarta,"" ujar Plt Kepala Dinas Perhubungan DIY Sumaryoto, Jumat (1/12/2023), seperti dikutip dari Tribun Jogja. 
Sumaryoto pun mengingatkan kembali masyarakat yang hendak menghabiskan waktu libur akhir tahun di DIY tentang potensi kemacetan.
Apalagi, menurutnya tidak akan ada penambahan kapasitas parkir dan jalan. 
""Tidak ada penambahan kapasitas jalan, tidak ada penambahan (kapasitas) parkir, yang jelas sudah dipastikan macet,"" tuturnya.
Adapun mengenai daerah asal wisatawan, sebagian besar datang dari Jakarta. Ia menyebutkan, Yogyakarta menempati peringkat ketiga destinasi perjalanan dari Jakarta. 
Sebagian besar pendatang diprediksi akan dominan menggunakan jalur darat, baik masuk maupun keluar DIY.
Hal ini dikarenakan harga tiket pesawat yang masih tinggi dan kemudahan tol fungsional Solo-Jogja yang akan dioperasikan pada periode libur akhir tahun. 
Menurutnya, Tol fungsional Solo-Jogja nantinya akan dibuka mulai dari Exit Tol Colomadu sampai STA 13 di Karanganom, Klaten, Jawa Tengah. 














",TRAVEL
Penggagas dan Pengertian Sistem Among dalam Pendidikan,"KOMPAS.com - Bangsa Indonesia mempunyai sistem dan metode pendidikan asli Indonesia yang disebut dengan ""Sistem Among"".
Dilansir dari buku Pemikiran Pendidikan Ki Hadjar Dewantara (2019) oleh Haryati, Sistem Among merupakan teori atau gagasan dari Ki Hadjar Dewantara.
Sistem ini telah diterapkan melalui pendidikan Taman Siswa.
Dikutip dari buku Seni Berpikir & Bertindak Besar (2020) oleh Miftakhuddin, Sistem Among Ki Hadjar Dewantara adalah metode yang sesuai untuk pendidikan, karena metode pengajaran dan pendidikan tersebut didasarkan pada asih, asah, dan asuh.
Among berasal dari bahasa Jawa (mong, momong, atau ngemong), yang artinya mengasuh anak dengan penuh pengayoman.
Artinya, para guru atau dosen disebut pamong, karena mereka bertugas untuk mendidik dan mengajar anak sepanjaang waktu dengan kasih sayang.
Pendidikan Sistem Among sering dikatkan dengan asas yang berbunyi: tut wuri handayani, ing madya mangun karsa, ing ngraso sung tuladha.
Asas ini telah banyak dikenal oleh masyarakat daripada Sistem Among, karena banyak dari anggota masyarakat yang belum memahaminya.
Bahwa yang sebenarnya paling dominan dalam Sistem Among adalah semboyan tut wuri handayani (yang di belakang memberikan dorongan), bukan ing madya mangun karsa (yang di tengah membangun semangat) atau pun ing ngarsa sung tuladha (yang di depan memberikan contoh).
Selain itu, tujuan dari Sistem Among adalah membangun anak didik untuk menjadi manusia yang beriman dan bertaqwa, merdeka lahir dan batin, berbudi luhur, cerdas dan berketrampilan.
Praktik pelaksanaan Sistem Among, setelah anak didik menguasai ilmu, adalah mendorong siswa mampu memanfaatkan ilmunya dalam masyarakat, atas dasar cipta, rasa, dan karsa.
Itulah penjelasan mengenai penggagas dan pengertian dari Sistem Among.














",SKOLA
"Kisah Pertemanan Puluhan Tahun Prabowo dan SBY: Sempat Bersaing, Kini Seiring","JAKARTA, KOMPAS.com - Ketua Umum Partai Gerindra Prabowo Subianto dan Ketua Majelis Tinggi Partai Demokrat Susilo Bambang Yudhoyono (SBY) punya sejarah hubungan panjang.
Pertalian keduanya dimulai sejak sama-sama menjadi prajurit Tentara Nasional Indonesia (TNI), puluhan tahun silam.
Di panggung politik, Prabowo dan SBY memang tak bernaung dalam satu partai. Bahkan, keduanya pernah bersaing pada Pemilu Presiden (Pilpres) 2009.
Namun, jejak persaingan itu tak meghentikan langkah SBY untuk memberikan dukungan ke Prabowo pada Pilpres 2024. Di bawah bendera Demokrat, SBY turun gunung, bertekad memenangkan Prabowo sebagai presiden RI selanjutnya.
Prabowo dan SBY sama-sama berlatar belakang militer. Keduanya saling mengenal saat menempuh pendidikan di Akademi Angkatan Bersenjata RI (Akabri) Darat, Magelang, Jawa Tengah.
Secara usia, Prabowo dan SBY hanya terpaut dua tahun. Prabowo merupakan lulusan Akabri Darat tahun 1974, sedangkan SBY lulus setahun sebelumnya pada 1973.
Kisah perkenalan dan pertemanan keduanya diungkap oleh SBY baru-baru ini. SBY mengatakan, dirinya dan Prabowo sama-sama memiliki tekad bulat untuk menjadi prajurit pembela Tanah Air.
""Saya bertemu dan mengenal Bapak Prabowo Subianto pada tahun 1970, bulan Januari tahun 1970, 53 tahun yang lalu. Bertemu di Kampus Akabri Darat, sekarang Akademi Militer di Lembah Tidar,"" kata SBY dalam acara konsolidasi pemenangan Partai Demokrat di Hotel Aston Madiun, Jawa Timur, Senin (20/11/2023),
Setelah menyelesaikan pendidikan Akabri, Prabowo bergabung dengan Komando Pasukan Khusus (Kopassus), sementara SBY masuk Komando Cadangan Strategis Angkatan Darat (Kostrad).
""Di situ lah kami sering berinteraksi, berpikir bersama, bekerja bersama. Karena kami ingin memajukan profesionalitas TNI menjadi tentara modern, itu yang sering kami diskusikan, dan dalam porsi kami masing-masing kami lakukan,"" tuturnya.
SBY dan Prabowo juga kerap dipertemukan ketika mengemban tugas di medan pertempuran. Misalnya, ketika keduanya sama-sama bertugas di Timor-Timur.
""Sebagai perwira baret merah, Pak Prabowo sering bertugas di sana, saya juga mengemban tugas hampir lima tahun di Timor-Timur dalam tiga kali penugasan,"" jelas SBY.
Pada tahun 1994, Prabowo dan SBY kembali dipertemukan dalam penugasan kunjungan ke Singapura. Ketika itu, keduanya masih sama-sama berpangkat kolonel.
Di sela-sela kegiatan resmi, Prabowo dan SBY kerap joging bersama. Pada kesempatan itu, kata SBY, dirinya dan Prabowo kerap berdiskusi mengenai bagaimana supaya TNI bisa semakin maju, kuat, dan tangguh dalam menjaga kedaulatan dan keutuhan NKRI.
""Tekad dan pikiran dua kolonel waktu itu. Itulah antara lain kebersamaan kami, kebersamaan Prabowo-SBY selama lebih 20 tahun sebagai prajurit. Sejarah mencatat,"" kata SBY.














",NEWS
Nenek 102 Tahun di Tasikmalaya Meninggal Tertimpa Longsor di Rumahnya,"TASIKMALAYA, KOMPAS.com - Rusminah, seorang nenek berusia 102 tahun ditemukan tewas tertimpa longsor di rumahnya saat hujan deras melanda Kampung Ciranji, Desa Cibatuireung, Kecamatan Karangnunggal, Kabupaten Tasikmalaya, Jawa Barat, Jumat (1/12/2023). 
Saat kejadian, korban sedang tertidur di rumahnya bersama 3 anggota keluarga lainnya yang selamat.
""Iya betul (satu orang meninggal akibat longsor). Perempuan usia 102 tahun tepatnya atas nama Rusminah. Lokasi Cibatuireung, Kecamatan Karangnunggal,"" jelas Kepala Pelaksana Badan Penanggulangan Bencana Daerah (BPBD) Tasikmalaya, Nuraedidin, saat dihubungi Kompas.com, Jumat siang. 
Nuraedidin menambahkan, longsor dipicu hujan deras di daerah tersebut. Longsoran itu menimpa tembok rumah korban setinggi 10 meter.
Namun, pihaknya saat ini masih menunggu laporan lengkapnya terkait kejadian itu karena saat ini masih melakukan proses evakuasi para korban. 
""Kalau korban meninggal sudah dievakuasi, korban lainnya yang selamat kondisinya normal,"" tambah dia. 
Selain itu, beberapa bencana terjadi di wilayah lainnya akibat cuaca buruk sejak Kamis (30/11/2023) sore sampai Jumat dini hari tadi. 
Terdapat dua rumah roboh di wilayah Kecamatan Singaparna dan Sukarame dan longsor di wilayah Kecamatan Salawu, Puspahiang, Manonjaya, Cisayong, dan Sukaratu.
""Kalau yang lainnya tak ada korban, kami sudah imbau ke setiap camat untuk mengimbau warganya waspada. Petugas BPBD pun telah disebar,"" tutur dia. 
Selanjutnya, tambah Nuraedidin, pihaknya sudah berkoordinasi dengan Bupati Tasikmalaya Ade Sugianto, untuk membuat surat imbauan waspada bencana sampai ke tingkat RT. 
Apalagi, cuaca buruk diprediksi akan terus terjadi dan sangat rawan terjadi bencana longsor, banjir, dan angin kencang. 
""Semua diminta sampai tingkat RT untuk mewaspadai bencana saat musim hujan terus terjadi sampai sekarang,"" pungkasnya. 














",REGIONAL
